4.585,-0.651,2.7,YP SCO
1.907,-0.647,2.7,PI PUP
3.861,0.473,2.7,EP BOO
4.804,-0.521,2.7,DE SGR
5.176,0.185,2.7,GA AQL
4.251,-0.064,2.7,DE OPH
4.293,1.074,2.7,ET DRA
3.493,-0.641,2.8,JO CEN
3.887,-0.280,2.8,AL2 LIB
2.805,-1.124,2.8,TH CAR
1.464,-0.103,2.8,JO ORI
4.321,0.375,2.8,BE HER
4.640,0.080,2.8,BE OPH
4.080,-0.718,2.8,GA LUP
1.343,-0.089,2.8,BE ERI
4.583,0.913,2.8,BE DRA
0.112,-1.348,2.8,BE HYI
3.208,-1.025,2.8,DE CRU
2.127,-0.424,2.8,RH PUP
4.369,0.552,2.8,ZE HER
4.834,-0.444,2.8,LA SGR
4.345,-0.492,2.8,TA SCO
0.058,0.265,2.8,GA PEG
3.413,0.191,2.8,EP VIR
1.432,-0.362,2.8,BE LEP
1.022,0.556,2.9,ZE PER
4.168,-1.107,2.9,BE TRA
4.561,-0.969,2.9,BE ARA
0.518,-1.075,2.9,AL HYI
5.840,-1.052,2.9,AL TUC
0.993,0.421,2.9,ET TAU
5.170,0.788,2.9,DE CYG
5.703,-0.281,2.9,DE CAP
1.671,0.393,2.9,MY GEM
1.038,0.698,2.9,EP PER
4.010,-1.199,2.9,GA TRA
4.184,-0.456,2.9,PI SCO
4.281,-0.447,2.9,SI SCO
5.017,-0.367,2.9,PI SGR
1.951,0.145,2.9,BE CMI
3.386,0.669,2.9,AL2 CVN
5.635,-0.097,2.9,BE AQR
0.806,0.934,2.9,GA PER
1.789,-0.883,2.9,TA PUP
5.947,0.527,2.9,ET PEG
1.039,-0.236,3.0,GA ERI
3.272,-0.288,3.0,DE CRV
4.590,-0.871,3.0,AL ARA
2.562,-1.136,3.0,YP CAR
5.785,-0.006,3.0,AL AQR
1.762,0.439,3.0,EP GEM
2.556,0.415,3.0,EP LEO
1.318,0.765,3.0,EP AUR
4.738,-0.531,3.0,GA2 SGR
4.998,0.242,3.0,ZE AQL
0.565,0.611,3.0,BE TRI
1.473,0.369,3.0,ZE TAU
3.186,-0.395,3.0,EP CRV
3.486,-0.404,3.0,GA HYA
0.973,0.834,3.0,DE PER
2.922,0.777,3.0,PS UMA
5.733,-0.652,3.0,GA GRU
1.659,-0.525,3.0,ZE CMA
1.846,-0.416,3.0,OK2 CMA
3.805,0.669,3.0,GA BOO
4.658,-0.700,3.0,JO1 SCO
0.608,-0.052,3.0,OK CET
3.620,-0.741,3.0,MY CEN
2.715,0.724,3.0,MY UMA
3.344,-1.189,3.0,BE MUS
4.017,1.254,3.0,GA UMI
5.029,1.181,3.1,DE DRA
4.415,-0.664,3.1,MY1 SCO
5.108,0.488,3.1,BE1 CYG
5.328,-0.258,3.1,BE CAP
2.336,0.104,3.1,ZE HYA
2.835,-0.283,3.1,NY HYA
4.789,-0.642,3.1,ET SGR
5.400,-0.825,3.1,AL IND
1.531,-0.624,3.1,BE COL
2.448,0.600,3.1,AL LYN
2.492,-0.995,3.1,
3.036,-1.100,3.1,LA CEN
3.923,-0.735,3.1,KA CEN
4.445,-0.977,3.1,ZE ARA
2.353,0.838,3.1,JO UMA
4.516,0.434,3.1,DE HER
4.516,0.642,3.2,PI HER
1.337,0.720,3.2,ET AUR
1.736,-0.754,3.2,NY PUP
2.500,0.902,3.2,TH UMA
4.489,1.147,3.2,ZE DRA
4.912,-0.471,3.2,PH SGR
1.265,0.121,3.2,PI3 ORI
1.333,-0.390,3.2,EP LEP
3.851,-1.134,3.2,AL CIR
4.440,0.164,3.2,KA OPH
5.554,0.528,3.2,ZE CYG
4.668,-0.647,3.2,
6.193,1.355,3.2,GA CEP
4.020,-0.709,3.2,DE LUP
5.285,-0.014,3.2,TH AQL
5.623,1.232,3.2,BE CEP
0.992,-1.296,3.2,GA HYI
4.269,-0.082,3.2,EP OPH
4.970,0.571,3.2,GA LYR
1.960,-0.756,3.2,SI PUP
4.805,-0.051,3.3,ET SER
0.172,0.539,3.3,DE AND
1.196,-0.961,3.3,AL DOR
1.781,-1.081,3.3,AL PIC
3.693,-0.466,3.3,PI HYA
4.547,-0.436,3.3,TH OPH
5.998,-0.276,3.3,DE AQR
1.636,0.393,3.3,ET GEM
3.945,-0.441,3.3,SI LIB
4.036,1.029,3.3,JO DRA
0.288,-0.815,3.3,BE PHE
1.365,-0.283,3.3,MY LEP
3.209,0.995,3.3,DE UMA
2.678,-1.222,3.3,OM CAR
2.758,-1.077,3.3,
5.004,-0.483,3.3,TA SGR
4.504,-0.755,3.3,ET SCO
2.048,-0.434,3.3,XI PUP
2.942,0.269,3.3,TH LEO
4.561,-0.984,3.3,GA ARA
4.708,-0.171,3.3,NY OPH
1.110,-1.090,3.4,AL RET
5.807,1.016,3.4,ZE CEP
1.416,-0.042,3.4,ET ORI
1.768,0.225,3.4,XI GEM
2.226,1.060,3.4,OK UMA
5.085,0.054,3.4,DE AQL
3.555,-0.010,3.4,ZE VIR
4.026,-0.780,3.4,EP LUP
0.499,1.111,3.4,EP CAS
2.298,0.112,3.4,EP HYA
3.384,0.059,3.4,DE VIR
0.808,0.678,3.4,RH PER
1.172,0.277,3.4,TH2 TAU
2.693,-1.070,3.4,
5.940,0.189,3.4,ZE PEG
0.386,-0.756,3.4,GA PHE
0.493,0.516,3.4,AL TRI
3.619,-0.728,3.4,NY CEN
3.981,-0.909,3.4,ZE LUP
4.189,-0.670,3.4,ET LUP
0.778,-0.703,3.4,TH1 ERI
4.653,0.484,3.4,MY HER
5.432,-1.155,3.4,BE PAV
5.434,1.079,3.4,ET CEP
0.214,1.009,3.4,ET CAS
2.404,-1.029,3.4,
2.691,0.409,3.4,ZE LEO
5.001,-0.085,3.4,LA AQL
0.299,-0.178,3.5,ET CET
2.693,0.749,3.5,LA UMA
4.931,0.582,3.5,BE LYR
0.713,0.056,3.5,GA CET
1.050,0.218,3.5,LA TAU
1.840,-0.488,3.5,SI CMA
2.080,-0.925,3.5,CH CAR
3.995,0.581,3.5,DE BOO
5.231,0.340,3.5,GA SGE
2.960,0.578,3.5,NY UMA
4.514,0.251,3.5,AL1 HER
5.978,0.429,3.5,MY PEG
5.971,-0.896,3.5,EP GRU
0.454,-0.278,3.5,TA CET
3.935,0.705,3.5,BE BOO
4.830,-0.802,3.5,AL TEL
4.964,-0.368,3.5,XI2 SGR
2.166,0.160,3.5,BE CNC
2.536,0.173,3.5,OK LEO
2.650,0.293,3.5,ET LEO
5.976,1.155,3.5,JO CEP
1.172,0.335,3.5,EP TAU
1.920,0.384,3.5,DE GEM
4.143,-0.060,3.5,MY SER
4.376,0.679,3.5,ET HER
5.804,0.108,3.5,TH PEG
0.974,-0.170,3.5,DE ERI
2.604,-0.952,3.5,PH VEL
3.024,-0.556,3.5,XI HYA
4.615,-0.269,3.5,XI SER
1.514,-0.259,3.5,ZE LEP
3.750,-0.804,3.5,JO LUP
0.085,-0.154,3.6,JO CET
0.596,-0.899,3.6,PH ERI
1.125,-0.590,3.6,YP4 ERI
2.964,-0.258,3.6,DE CRT
4.022,-0.633,3.6,PH1 LUP
5.274,-1.155,3.6,DE PAV
0.428,0.849,3.6,51 AND
2.027,0.426,3.6,KA GEM
4.417,-0.664,3.6,MY2 SCO
4.804,1.269,3.6,CH DRA
5.315,-0.219,3.6,AL2 CAP
1.912,0.289,3.6,LA GEM
3.804,0.530,3.6,RH BOO
4.089,-0.491,3.6,YP LIB
3.235,-1.054,3.6,EP CRU
0.367,-0.143,3.6,TH CET
0.894,0.158,3.6,OK TAU
1.386,-0.119,3.6,TA ORI
1.503,-0.392,3.6,GA LEP
1.801,0.593,3.6,TH GEM
2.372,0.823,3.6,KA UMA
2.490,-0.706,3.6,PS VEL
2.030,-0.663,3.6,
2.664,-0.216,3.6,LA HYA
3.101,0.031,3.6,BE VIR
0.399,0.268,3.6,ET PSC
2.270,-0.924,3.6,OK VEL
3.413,-1.249,3.6,DE MUS
4.427,-0.739,3.6,ZE2 SCO
4.586,-1.059,3.6,DE ARA
4.650,-1.130,3.6,ET PAV
6.030,0.739,3.6,OK AND
0.742,0.476,3.6,41 ARI
1.000,0.420,3.6,27 TAU
5.400,0.255,3.6,BE DEL
3.079,-1.165,3.6,LA MUS
1.134,0.273,3.6,GA TAU
3.323,-0.025,3.6,GA VIR
3.684,1.124,3.6,AL DRA
5.475,-1.020,3.6,BE IND
0.161,0.941,3.7,ZE CAS
1.462,0.173,3.7,LA ORI
4.096,-0.520,3.7,TA LIB
4.741,-0.874,3.7,TH ARA
6.063,-0.370,3.7,88 AQR
2.494,1.101,3.7,23 UMA
4.129,0.269,3.7,BE SER
2.285,-0.579,3.7,AL PYX
3.323,-0.025,3.7,GA VIR
4.048,0.508,3.7,BE CRB
5.673,-0.291,3.7,GA CAP
0.871,-0.380,3.7,TA4 ERI
1.271,0.098,3.7,PI4 ORI
2.554,-1.091,3.7,
6.096,0.057,3.7,GA PSC
0.506,-0.901,3.7,CH ERI
0.981,0.421,3.7,17 TAU
4.703,0.510,3.7,XI HER
1.555,-0.247,3.7,ET LEP
3.081,0.834,3.7,CH UMA
4.149,0.078,3.7,EP SER
5.216,0.112,3.7,BE AQL
1.284,0.043,3.7,PI5 ORI
1.569,0.947,3.7,DE AUR
3.867,0.033,3.7,109 VIR
5.519,0.767,3.7,XI CYG
5.562,0.664,3.7,TA CYG
0.486,-0.180,3.7,ZE CET
0.929,-0.165,3.7,EP ERI
2.060,-0.708,3.7,
4.744,0.167,3.7,72 OPH
0.904,0.170,3.7,XI TAU
5.614,-0.391,3.7,ZE CAP
5.989,-0.132,3.7,LA AQR
1.320,0.717,3.8,ZE AUR
2.374,-0.822,3.8,
4.284,0.334,3.8,GA HER
4.660,0.047,3.8,GA OPH
4.684,0.993,3.8,XI DRA
5.887,1.020,3.8,DE CEP
0.745,0.976,3.8,ET PER
1.147,0.306,3.8,DE1 TAU
1.456,-1.091,3.8,BE DOR
4.406,-1.030,3.8,ET ARA
5.679,-1.351,3.8,NY OCT
5.790,0.442,3.8,JO PEG
0.983,0.743,3.8,NY PER
2.207,-1.154,3.8,BE VOL
4.995,-0.379,3.8,OK SGR
5.049,0.931,3.8,KA CYG
5.409,0.278,3.8,AL DEL
5.444,-0.166,3.8,EP AQR
5.896,0.878,3.8,AL LAC
1.871,-1.230,3.8,GA2 VOL
2.851,-1.027,3.8,
1.851,0.359,3.8,ZE GEM
1.945,0.485,3.8,JO GEM
5.104,0.903,3.8,JO2 CYG
5.295,0.816,3.8,31 CYG
0.827,0.783,3.8,KA PER
2.579,1.030,3.8,YP UMA
2.705,0.346,3.8,GA2 LEO
4.079,0.184,3.8,DE SER
4.079,0.184,3.8,DE SER
4.623,0.803,3.8,JO HER
1.478,-0.045,3.8,SI ORI
1.533,-0.364,3.8,DE LEP
2.732,-0.294,3.8,MY HYA
1.202,-0.533,3.8,YP2 ERI
2.438,0.642,3.8,38 LYN
2.740,-1.025,3.8,
4.324,0.035,3.8,LA OPH
5.181,0.323,3.8,DE SGE
6.185,0.811,3.8,LA AND
0.979,0.564,3.8,OK PER
2.851,0.597,3.8,46 LMI
3.658,-0.735,3.8,PH CEN
3.874,-1.380,3.8,AL APS
4.745,0.502,3.8,OK HER
5.184,1.226,3.8,EP DRA
1.172,0.279,3.8,TH1 TAU
2.272,-0.814,3.8,
2.335,-1.058,3.8,
2.781,-0.842,3.8,
3.017,1.210,3.8,LA DRA
4.113,0.459,3.8,GA CRB
4.816,0.380,3.8,109 HER
5.854,-0.024,3.8,GA AQR
0.978,-1.131,3.8,BE RET
1.515,-0.891,3.8,BE PIC
1.667,-0.584,3.8,DE COL
1.897,-0.467,3.8,OM CMA
2.682,-0.735,3.8,
2.761,0.162,3.8,RH LEO
4.173,0.273,3.8,GA SER
4.256,-1.112,3.8,DE TRA
4.866,-0.144,3.8,AL SCT
1.108,-0.738,3.9,AL HOR
3.306,-0.847,3.9,TA CEN
4.696,0.650,3.9,TH HER
4.772,-0.368,3.9,MY SGR
0.248,0.672,3.9,MY AND
0.838,-0.506,3.9,AL FOR
0.985,0.425,3.9,20 TAU
1.214,-0.250,3.9,53 ERI
1.445,-0.619,3.9,EP COL
1.807,-0.422,3.9,OK1 CMA
3.283,-1.259,3.9,GA MUS
3.288,1.218,3.9,KA DRA
3.659,-0.782,3.9,YP1 CEN
3.979,-0.851,3.9,KA1 LUP
0.041,-0.798,3.9,EP PHE
2.419,0.040,3.9,TH HYA
2.586,0.454,3.9,MY LEO
3.539,-0.688,3.9,
3.853,-0.099,3.9,MY VIR
4.175,-0.510,3.9,RH SCO
0.770,-0.155,3.9,ET ERI
2.971,-0.951,3.9,PI CEN
3.228,-0.012,3.9,ET VIR
4.275,0.808,3.9,TA HER
4.335,-1.377,3.9,GA APS
5.220,0.612,3.9,ET CYG
2.206,-0.068,3.9,
5.203,0.018,3.9,ET AQL
6.067,-0.790,3.9,JO GRU
1.061,0.105,3.9,NY TAU
2.295,-0.804,3.9,
2.530,-0.020,3.9,JO HYA
2.917,-1.029,3.9,
3.264,-0.877,3.9,SI CEN
4.082,-0.258,3.9,GA LIB
0.298,-0.964,3.9,ZE PHE
4.452,0.540,3.9,EP HER
5.567,0.092,3.9,AL EQU
1.206,-0.059,3.9,NY ERI
2.013,-0.167,3.9,AL MON
5.069,-0.311,3.9,RH1 SGR
0.114,-0.762,3.9,KA PHE
2.289,0.317,3.9,DE CNC
2.984,0.184,3.9,JO LEO
5.485,0.719,3.9,NY CYG
0.398,-0.856,4.0,DE PHE
0.760,0.921,4.0,TA PER
1.731,-0.336,4.0,NY2 CMA
2.015,-1.267,4.0,ZE VOL
3.508,0.959,4.0,ZE UMA
4.149,-0.587,4.0,CH LUP
5.963,0.411,4.0,LA PEG
1.152,-0.594,4.0,43 ERI
1.567,-0.747,4.0,ET COL
1.788,-0.567,4.0,KA CMA
2.024,-0.505,4.0,3 PUP
3.192,-0.914,4.0,RH CEN
4.218,-0.361,4.0,OM1 SCO
5.239,-1.273,4.0,EP PAV
1.534,0.683,4.0,NY AUR
2.269,-0.616,4.0,BE PYX
2.359,0.729,4.0,
2.405,-1.088,4.0,
4.715,0.051,4.0,67 OPH
5.078,-0.709,4.0,AL SGR
5.887,-0.759,4.0,DE1 GRU
6.122,-0.351,4.0,98 AQR
0.539,1.264,4.0,50 CAS
1.636,-0.110,4.0,GA MON
1.906,-1.186,4.0,DE VOL
5.303,0.833,4.0,32 CYG
6.097,-1.016,4.0,GA TUC
0.759,-0.871,4.0,
0.524,-0.368,4.0,YP CET
2.367,-1.159,4.0,AL VOL
2.724,-1.292,4.0,
3.848,-0.660,4.0,
0.599,0.591,4.0,GA TRI
2.315,-0.484,4.0,GA PYX
3.513,0.960,4.0,80 UMA
4.197,1.022,4.0,TH DRA
4.241,-0.340,4.0,NY SCO
4.900,-1.247,4.0,ZE PAV
5.073,-0.776,4.0,BE1 SGR
5.364,0.530,4.0,41 CYG
5.976,-0.237,4.0,TA2 AQR
6.280,0.120,4.0,OM PSC
1.246,-0.057,4.0,MY ERI
2.298,0.502,4.0,JO CNC
3.178,-0.432,4.0,AL CRV
4.275,-0.875,4.0,GA2 NOR
4.973,0.263,4.0,EP AQL
4.982,-0.100,4.0,12 AQL
5.646,0.796,4.0,RH CYG
5.914,-0.002,4.0,ET AQR
1.324,1.055,4.0,BE CAM
3.080,0.114,4.0,NY VIR
3.380,-0.998,4.0,MY1 CRU
4.736,0.044,4.0,70 OPH
5.381,0.197,4.0,EP DEL
1.043,0.625,4.0,XI PER
1.085,0.833,4.0,48 PER
1.099,-0.119,4.0,OK1 ERI
3.222,-1.117,4.0,ZE CRU
4.954,0.767,4.0,13 LYR
0.825,0.866,4.0,JO PER
2.972,0.105,4.0,SI LEO
3.755,-0.661,4.0,PS CEN
3.775,0.905,4.0,TH BOO
3.830,-0.863,4.0,RH LUP
3.856,-0.614,4.0,
3.966,-0.790,4.0,LA LUP
0.207,0.424,4.1,ZE AND
1.989,0.469,4.1,YP GEM
4.449,-0.928,4.1,EP1 ARA
0.452,0.885,4.1,PH PER
0.696,0.006,4.1,DE CET
1.293,0.236,4.1,OK2 ORI
1.807,-0.210,4.1,TH CMA
2.175,-1.343,4.1,AL CHA
2.288,-0.744,4.1,
3.619,0.276,4.1,YP BOO
4.003,-1.026,4.1,BE CIR
5.524,-0.301,4.1,TH CAP
2.506,-1.034,4.1,
2.879,-0.319,4.1,AL CRT
2.988,-0.309,4.1,GA CRT
3.735,-0.105,4.1,JO VIR
5.594,0.346,4.1,1 PEG
5.688,1.026,4.1,MY CEP
0.422,0.723,4.1,YP AND
0.619,-1.198,4.1,DE HYI
0.796,-0.412,4.1,TA3 ERI
1.470,0.162,4.1,PH2 ORI
4.140,0.317,4.1,KA SER
0.701,-0.696,4.1,JO ERI
0.696,-1.191,4.1,EP HYI
0.920,0.226,4.1,5 TAU
2.047,-0.809,4.1,
2.773,-1.372,4.1,GA CHA
3.083,-1.068,4.1,
3.218,-1.186,4.1,EP MUS
4.087,-1.157,4.1,EP TRA
5.016,-0.662,4.1,AL CRA
5.018,-0.687,4.1,BE CRA
5.462,-0.470,4.1,OM CAP
5.889,-0.764,4.1,DE2 GRU
0.716,0.859,4.1,TH PER
1.581,0.168,4.1,MY ORI
1.849,-0.273,4.1,GA CMA
2.581,-0.259,4.1,YP1 HYA
3.164,0.152,4.1,OK VIR
6.025,-0.921,4.1,ZE GRU
4.838,-0.856,4.1,ZE TEL
5.215,-0.731,4.1,JO SGR
5.693,0.448,4.1,KA PEG
5.829,0.659,4.1,1 LAC
6.196,0.098,4.1,JO PSC
1.112,0.845,4.1,MY PER
1.413,-0.136,4.1,29 ORI
2.259,-0.750,4.1,
4.071,0.547,4.1,TH CRB
5.437,-0.441,4.1,PS CAP
6.198,0.774,4.1,KA AND
1.697,0.353,4.2,NY GEM
1.884,-0.009,4.2,DE MON
3.172,-1.128,4.2,ET CRU
4.162,-0.292,4.2,TH LIB
4.178,0.469,4.2,EP CRB
5.961,-1.420,4.2,BE OCT
0.144,1.098,4.2,KA CAS
1.589,0.406,4.2,1 GEM
2.259,0.100,4.2,DE HYA
4.347,-0.615,4.2,
5.833,-0.136,4.2,TH AQR
1.001,-0.632,4.2,
4.566,-0.422,4.2,44 OPH
5.937,-0.472,4.2,EP PSA
0.988,0.418,4.2,23 TAU
1.960,0.555,4.2,RH GEM
3.737,0.804,4.2,LA BOO
3.619,-0.601,4.2,2 CEN
3.721,-0.179,4.2,KA VIR
4.912,0.359,4.2,110 HER
5.825,0.996,4.2,EP CEP
5.963,0.212,4.2,XI PEG
1.443,0.104,4.2,32 ORI
2.081,-0.399,4.2,11 PUP
4.338,0.741,4.2,SI HER
0.912,1.046,4.2,
1.487,-0.034,4.2,ZE ORI
2.740,0.641,4.2,BE LMI
6.004,-0.568,4.2,DE PSA
6.091,-0.159,4.2,PS1 AQR
1.158,0.389,4.2,KA1 TAU
4.803,1.245,4.2,PH DRA
4.918,-0.083,4.2,BE SCT
4.940,-1.085,4.2,LA PAV
5.365,1.099,4.2,TH CEP
5.435,0.536,4.2,52 CYG
5.613,-1.141,4.2,GA PAV
6.084,-0.106,4.2,PH AQR
0.088,-1.132,4.2,ZE TUC
0.744,0.669,4.2,16 PER
0.945,0.841,4.2,PS PER
0.990,-0.406,4.2,TA6 ERI
3.603,-0.577,4.2,1 CEN
4.218,-0.642,4.2,TH LUP
4.326,-0.606,4.2,
4.389,1.432,4.2,EP UMI
5.195,0.574,4.2,CH CYG
5.574,0.688,4.2,SI CYG
5.702,0.861,4.2,PI2 CYG
2.065,-0.840,4.2,
4.377,-1.353,4.2,BE APS
5.313,-0.218,4.2,AL1 CAP
0.300,1.505,4.2,
0.303,0.825,4.2,PH AND
0.641,-0.833,4.2,KA ERI
0.716,-0.242,4.2,PI CET
1.117,-0.899,4.2,GA DOR
1.207,0.720,4.2,58 PER
1.203,0.177,4.2,88 TAU
2.194,0.754,4.2,31 LYN
2.350,0.207,4.2,AL CNC
2.736,-0.542,4.2,AL ANT
3.785,1.321,4.2,5 UMI
0.460,0.160,4.3,OK PSC
1.571,0.802,4.3,PI AUR
3.222,-1.384,4.3,BE CHA
3.289,0.722,4.3,BE CVN
3.455,0.487,4.3,BE COM
3.672,0.027,4.3,TA VIR
4.227,0.784,4.3,PH HER
4.631,-0.225,4.3,OK SER
0.720,0.177,4.3,MY CET
0.872,-0.752,4.3,
0.933,-0.378,4.3,TA5 ERI
1.214,0.218,4.3,90 TAU
1.349,-0.153,4.3,LA ERI
2.136,-0.826,4.3,GA1 VEL
3.375,-0.701,4.3,
3.434,-0.871,4.3,XI2 CEN
4.008,-0.836,4.3,MY LUP
5.440,0.281,4.3,GA2 DEL
5.788,-0.242,4.3,JO AQR
0.275,0.138,4.3,EP PSC
0.646,0.148,4.3,XI2 CET
0.946,0.007,4.3,10 TAU
1.162,0.398,4.3,YP TAU
1.232,0.401,4.3,TA TAU
2.022,0.504,4.3,SI GEM
2.789,-0.970,4.3,
3.111,-0.592,4.3,BE HYA
4.325,-0.290,4.3,PH OPH
5.595,-0.294,4.3,JO CAP
6.051,-0.760,4.3,TH GRU
6.143,0.111,4.3,TH PSC
1.076,0.879,4.3,LA PER
1.115,0.155,4.3,MY TAU
1.158,0.313,4.3,DE3 TAU
1.283,1.158,4.3,AL CAM
1.394,-0.230,4.3,LA LEP
2.518,1.419,4.3,
4.570,-0.521,4.3,45 OPH
4.610,-0.674,4.3,
5.075,-0.782,4.3,BE2 SGR
5.696,1.067,4.3,NY CEP
5.776,1.128,4.3,XI CEP
5.803,0.579,4.3,PI2 PEG
5.897,-0.565,4.3,BE PSA
6.188,0.755,4.3,JO AND
0.983,0.427,4.3,19 TAU
2.283,0.059,4.3,ET HYA
3.041,-0.014,4.3,YP LEO
4.950,0.644,4.3,DE2 LYR
5.294,0.987,4.3,33 CYG
0.256,-0.512,4.3,AL SCL
2.495,0.401,4.3,LA LEO
3.282,-0.283,4.3,ET CRV
4.034,0.652,4.3,MY1 BOO
1.224,-0.343,4.3,54 ERI
1.955,0.156,4.3,GA CMI
2.297,-0.236,4.3,12 HYA
3.097,-1.113,4.3,
3.783,-1.460,4.3,DE OCT
3.891,-0.761,4.3,OK LUP
4.119,1.358,4.3,ZE UMI
4.221,-0.364,4.3,OM2 SCO
5.403,-0.019,4.3,71 AQL
0.310,0.963,4.3,TH CAS
0.533,0.048,4.3,AL PSC
1.710,-0.409,4.3,XI1 CMA
2.272,-1.043,4.3,
3.155,-1.105,4.3,TH1 CRU
3.373,-0.854,4.3,
3.754,-0.984,4.3,
4.093,-0.743,4.3,OM LUP
4.541,-0.224,4.3,NY SER
4.799,0.629,4.3,KA LYR
2.132,-0.052,4.3,ZE MON
2.427,-1.004,4.3,
3.673,-0.796,4.3,YP2 CEN
4.005,-0.526,4.3,2 LUP
4.566,0.072,4.3,SI OPH
5.694,-0.576,4.3,JO PSA
5.692,0.303,4.3,9 PEG
0.836,0.344,4.3,DE ARI
1.504,-1.147,4.3,DE DOR
1.638,0.515,4.3,KA AUR
1.821,1.020,4.3,15 LYN
2.129,-1.198,4.3,EP VOL
2.184,-1.352,4.3,TH CHA
2.517,-0.861,4.3,
3.779,-0.792,4.3,TA2 LUP
4.750,-1.111,4.3,PI PAV
0.161,0.589,4.4,PI AND
0.189,-1.003,4.4,ET PHE
0.919,0.838,4.4,SI PER
1.068,0.385,4.4,37 TAU
1.268,0.155,4.4,PI2 ORI
1.367,-0.226,4.4,KA LEP
